241002;000000;7.87;8.02;7.73;7.91;5556000
241003;000000;7.91;7.94;7.73;7.91;4164000
241004;000000;7.86;8.12;7.79;8.12;4868000
241007;000000;8.14;8.69;8.14;8.63;5112000
241008;000000;8.68;8.77;7.88;7.91;14510000
241009;000000;8.03;8.03;7.65;7.74;11000000
241010;000000;7.8;8.16;7.77;8.08;13322000
241014;000000;8.03;8.22;7.98;8.1;8362000
241015;000000;8.08;8.39;8.07;8.13;9562000
241016;000000;8.15;8.16;8.03;8.1;5650000
241017;000000;8.19;8.24;8;8.06;9102000
241018;000000;8.13;8.28;8.05;8.23;6364000
241021;000000;8.29;8.38;8.12;8.18;4674000
241022;000000;8.18;8.27;8.18;8.22;3254000
241023;000000;8.15;8.3;8.15;8.17;2548000
241024;000000;8.17;8.21;8.1;8.19;3352000
241025;000000;8.19;8.25;8.07;8.14;3940000
241028;000000;8.21;8.22;8.04;8.18;3034000
241029;000000;8.14;8.15;7.96;8.02;5476000
241030;000000;8;8;7.8;7.94;5350000
241031;000000;7.94;7.94;7.83;7.83;4040000
241101;000000;7.82;7.97;7.82;7.93;2408000
241104;000000;7.95;7.98;7.86;7.98;2198000
241105;000000;8;8.04;7.93;8.04;3004000
241106;000000;8.01;8.11;7.96;8.02;2522000
241107;000000;7.93;8.05;7.82;8.02;2132000
241108;000000;8.03;8.14;7.95;7.99;2654000
241111;000000;7.99;8.02;7.83;7.87;4506000
241112;000000;7.87;7.96;7.79;7.86;4514000
241113;000000;7.9;7.9;7.73;7.81;2350000
241114;000000;7.76;7.81;7.66;7.67;4194000
241115;000000;7.67;7.78;7.66;7.72;1944000
241118;000000;7.79;7.85;7.69;7.76;3256000
241119;000000;7.76;7.81;7.69;7.8;2404000
241120;000000;7.78;7.83;7.72;7.72;2086000
241121;000000;7.73;7.76;7.72;7.75;1100000
241122;000000;7.72;7.77;7.65;7.68;2772000
241125;000000;7.68;7.76;7.68;7.76;7502000
241126;000000;7.7;7.81;7.7;7.79;3982000
241127;000000;7.79;7.84;7.7;7.83;4006000
241128;000000;7.8;7.84;7.78;7.81;1020000
241129;000000;7.81;7.89;7.81;7.89;2502000
241202;000000;7.88;7.91;7.8;7.87;2852000
241203;000000;7.84;7.91;7.83;7.91;4402000
241204;000000;7.86;7.97;7.85;7.97;4884000
241205;000000;7.92;8;7.83;7.85;4144000
241206;000000;7.85;8.02;7.84;8;3444000
241209;000000;7.92;8.15;7.91;8.15;4500000
241210;000000;8.14;8.25;7.97;8;4888000
241211;000000;8.04;8.09;8;8.01;3080000
241212;000000;8.04;8.12;8.02;8.11;3408000
241213;000000;8.11;8.13;8.04;8.12;5078000
241216;000000;8.1;8.3;8.1;8.25;5248000
241217;000000;8.19;8.29;8.13;8.14;6016000
241218;000000;8.19;8.24;8.14;8.23;4828000
241219;000000;8.23;8.3;8.21;8.28;4352000
241220;000000;8.28;8.38;8.28;8.36;7350000
